,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Forest_Cover,Neota,Rawah,Comanche Peak,Cache la Poudre
172,3173.0,217.0,9.0,277.0,61.0,2730.0,211.0,249.0,143.0,1045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
178,3056.0,231.0,25.0,882.0,-34.0,4228.0,172.0,253.0,209.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
179,2790.0,350.0,5.0,60.0,2.0,446.0,210.0,231.0,143.0,824.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
180,2972.0,129.0,6.0,30.0,-5.0,1276.0,230.0,236.0,143.0,3187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
181,3164.0,73.0,9.0,330.0,25.0,1920.0,230.0,223.0,143.0,3092.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
183,2953.0,211.0,26.0,162.0,34.0,1643.0,190.0,253.0,187.0,2402.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
184,2727.0,97.0,37.0,90.0,55.0,1471.0,250.0,162.0,7.0,1020.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
185,3202.0,129.0,13.0,85.0,8.0,5968.0,203.0,246.0,182.0,1530.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
186,3270.0,271.0,21.0,3144.0,57.0,4227.0,217.0,241.0,218.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Spruce/Fir,0,0,1,0
187,2938.0,120.0,25.0,162.0,80.0,815.0,217.0,226.0,67.0,1809.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
192,3008.0,166.0,15.0,180.0,43.0,1387.0,232.0,244.0,139.0,470.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
194,2972.0,164.0,20.0,120.0,30.0,1442.0,234.0,242.0,130.0,3054.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
195,2536.0,327.0,13.0,210.0,122.0,1853.5,217.0,181.0,190.0,890.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
196,2972.0,220.0,13.0,376.0,139.0,768.0,199.0,254.0,187.0,604.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
198,3010.0,129.0,21.0,3144.0,33.0,218.0,176.0,200.0,143.0,1044.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
199,3206.0,85.0,9.0,67.0,3.0,451.0,217.0,225.0,124.0,1951.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
202,2948.0,99.0,8.0,95.0,11.0,1853.5,233.0,229.0,128.0,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
204,2980.0,65.0,21.0,3144.0,29.0,666.0,235.0,192.0,79.0,607.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
205,2972.0,129.0,10.0,180.0,18.0,4207.0,217.0,221.0,154.0,1635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
208,2909.0,212.0,6.0,182.0,9.0,5338.0,217.0,246.0,168.0,5095.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
209,2505.0,341.0,27.0,0.0,0.0,1595.0,154.0,190.0,168.0,474.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,1,0
212,2036.0,129.0,18.0,120.0,38.0,342.0,167.0,238.0,143.0,537.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
213,2092.0,296.0,36.0,124.0,69.0,430.0,217.0,226.0,231.0,604.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
214,2972.0,129.0,10.0,124.0,30.0,25383.0,217.0,234.0,183.0,2474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
216,2972.0,37.0,5.0,0.0,0.0,2239.0,217.0,229.0,145.0,1290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aspen,0,0,1,0
217,2972.0,129.0,22.0,277.0,-33.0,488.0,250.0,226.0,143.0,966.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
219,2952.0,33.0,7.0,67.0,2.0,700.0,219.0,226.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
220,2131.0,253.0,37.0,3144.0,28.0,579.0,113.0,226.0,241.0,659.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
224,2334.0,123.0,25.0,108.0,30.0,1253.0,217.0,212.0,143.0,1641.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
226,3276.0,239.0,10.0,3144.0,141.0,870.0,202.0,249.0,143.0,2510.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
227,2998.0,187.0,18.0,218.0,68.0,2944.0,219.0,250.0,158.0,2148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
228,3270.0,73.0,15.0,541.0,91.0,4176.0,217.0,211.0,103.0,2738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
229,3047.0,98.0,7.0,514.0,43.0,5658.0,217.0,231.0,143.0,4025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
230,2892.0,236.0,9.0,324.0,24.0,1077.0,205.0,248.0,143.0,531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
233,2932.0,344.0,10.0,582.0,55.0,600.0,217.0,224.0,163.0,1072.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
235,2972.0,129.0,7.0,600.0,118.0,1406.0,232.0,236.0,136.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
237,3015.0,194.0,16.0,212.0,29.0,1879.0,216.0,251.0,143.0,3818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
238,3164.0,129.0,17.0,201.0,31.0,624.0,217.0,254.0,143.0,5026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,1,0,0,0
239,3102.0,306.0,6.0,342.0,4.0,2413.0,202.0,236.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
240,2972.0,129.0,9.0,0.0,0.0,1966.0,226.0,220.0,128.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
241,2902.0,96.0,12.0,0.0,0.0,1879.0,239.0,226.0,113.0,1026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
244,2998.0,337.0,20.0,42.0,16.0,256.0,172.0,208.0,143.0,765.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
246,2972.0,18.0,13.0,297.0,18.0,1929.0,217.0,216.0,143.0,3692.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
248,2848.0,166.0,2.0,384.0,689.0,2110.0,221.0,239.0,155.0,1565.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
250,2972.0,313.0,16.0,108.0,29.0,2280.0,175.0,226.0,191.0,2269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
252,2250.0,333.0,33.0,42.0,22.0,404.0,127.0,177.0,178.0,984.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
254,3036.0,235.0,12.0,30.0,10.0,1738.0,217.0,250.0,187.0,1365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
255,3126.0,17.0,10.0,335.0,30.0,4178.0,212.0,219.0,144.0,1959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
257,2895.0,129.0,29.0,420.0,-41.0,3474.0,159.0,250.0,217.0,1398.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
261,2972.0,129.0,7.0,120.0,689.0,3540.0,217.0,245.0,157.0,3591.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
262,2972.0,18.0,7.0,60.0,14.0,2442.0,215.0,226.0,148.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
266,2972.0,99.0,20.0,875.0,201.0,3085.0,248.0,209.0,81.0,1641.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
267,3245.0,15.0,7.0,283.0,18.0,5967.0,214.0,225.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
268,3235.0,218.0,26.0,240.0,30.0,2024.0,181.0,253.0,196.0,3435.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
269,2972.0,77.0,22.0,180.0,36.0,2257.0,241.0,194.0,72.0,360.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
270,3165.0,129.0,7.0,212.0,6.0,2063.0,203.0,226.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
273,2972.0,129.0,2.0,127.0,2.0,3113.0,216.0,235.0,143.0,446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
274,2796.0,129.0,11.0,335.0,8.0,854.0,206.0,219.0,143.0,840.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
275,2375.0,283.0,16.0,212.0,115.0,1489.0,217.0,239.0,203.0,834.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Douglas-fir,0,0,0,1
276,3064.0,129.0,4.0,180.0,-5.0,3397.0,227.0,236.0,143.0,5383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
277,2535.0,129.0,28.0,323.0,149.0,342.0,217.0,239.0,127.0,1020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,1,0
278,2828.0,99.0,13.0,300.0,40.0,1150.0,217.0,220.0,104.0,1385.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
279,2972.0,35.0,16.0,450.0,63.0,962.0,217.0,204.0,118.0,2148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Krummholz,0,1,0,0
280,3010.0,129.0,14.0,218.0,41.0,2163.0,217.0,227.0,110.0,2458.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
282,2796.0,337.0,12.0,216.0,27.0,3127.0,193.0,226.0,169.0,2969.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
283,3033.0,338.0,13.0,218.0,67.0,1290.0,190.0,220.0,169.0,2067.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
284,3155.0,132.0,14.0,234.0,45.0,1350.0,242.0,232.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
286,2993.0,18.0,10.0,175.0,16.0,1422.0,212.0,218.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
293,3180.0,76.0,18.0,120.0,-15.0,1597.0,239.0,204.0,89.0,2410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
294,2709.0,104.0,6.0,218.0,23.0,1154.0,230.0,233.0,136.0,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
296,2972.0,24.0,9.0,485.0,109.0,2609.0,215.0,220.0,141.0,1507.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Aspen,0,0,1,0
300,3205.0,65.0,17.0,242.0,1.0,1922.0,234.0,202.0,95.0,735.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
301,2325.0,58.0,7.0,30.0,0.0,297.0,217.0,226.0,133.0,1265.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Douglas-fir,0,0,0,1
304,2853.0,129.0,11.0,42.0,3.0,1358.0,217.0,226.0,143.0,1425.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
305,2972.0,129.0,15.0,524.0,126.0,1473.0,228.0,207.0,143.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
308,3017.0,20.0,13.0,960.0,219.0,2971.0,211.0,226.0,136.0,834.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
309,2364.0,280.0,24.0,430.0,123.0,175.0,217.0,234.0,223.0,1678.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
311,2972.0,342.0,6.0,690.0,45.0,781.0,208.0,231.0,162.0,886.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,1,0,0,0
314,3169.0,76.0,9.0,218.0,128.0,1008.0,232.0,223.0,124.0,1374.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
315,2617.0,26.0,11.0,210.0,9.0,1872.0,217.0,215.0,136.0,2089.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Douglas-fir,0,0,1,0
317,2847.0,79.0,33.0,218.0,145.0,330.0,241.0,161.0,23.0,2547.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Aspen,0,1,0,0
319,2830.0,43.0,13.0,30.0,0.0,384.0,222.0,222.0,136.0,234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
320,2972.0,237.0,10.0,120.0,31.0,1222.0,217.0,249.0,183.0,1931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
321,2292.0,357.0,21.0,228.0,70.0,25383.0,184.0,198.0,143.0,1231.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Douglas-fir,0,0,0,1
323,2855.0,152.0,10.0,124.0,689.0,2522.0,233.0,240.0,143.0,1935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
325,3033.0,129.0,17.0,446.0,30.0,2195.0,217.0,201.0,114.0,2337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
326,3187.0,34.0,14.0,85.0,15.0,1182.0,217.0,210.0,125.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,0,1,0
327,3216.0,104.0,11.0,60.0,0.0,514.0,217.0,226.0,143.0,1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
329,2952.0,144.0,24.0,108.0,30.0,5726.0,217.0,226.0,95.0,3976.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lodgepole Pine,0,1,0,0
332,2340.0,23.0,31.0,85.0,-613.0,819.0,185.0,158.0,143.0,618.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
333,2206.0,83.0,24.0,85.0,30.0,25383.0,217.0,189.0,60.0,738.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
334,2764.0,40.0,33.0,216.0,30.0,1822.0,217.0,149.0,59.0,872.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
339,2377.0,129.0,4.0,192.0,31.0,1366.0,225.0,226.0,143.0,553.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponderosa Pine,0,0,0,1
340,2956.0,186.0,13.0,390.0,70.0,1853.5,220.0,226.0,157.0,1641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lodgepole Pine,0,0,1,0
347,3007.0,301.0,13.0,60.0,17.0,2698.0,185.0,234.0,189.0,834.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spruce/Fir,0,1,0,0
